,Price,Seqno,Symbol,time
214,1614,53,APPL,1473412015.0
215,1614,53,APPL,1473412016.0
216,1540,54,APPL,1473412016.0
217,1540,54,APPL,1473412016.0
218,1540,54,APPL,1473412016.0
219,1540,54,APPL,1473412017.0
220,1545,55,APPL,1473412017.0
221,1545,55,APPL,1473412017.0
222,1545,55,APPL,1473412017.0
223,1545,55,APPL,1473412018.0
224,1549,56,APPL,1473412018.0
225,1549,56,APPL,1473412018.0
226,1549,56,APPL,1473412018.0
227,1549,56,APPL,1473412019.0
228,1540,57,APPL,1473412019.0
229,1540,57,APPL,1473412019.0
230,1540,57,APPL,1473412019.0
231,1540,57,APPL,1473412020.0
232,1500,58,APPL,1473412020.0
233,1500,58,APPL,1473412021.0
234,1500,58,APPL,1473412021.0
235,1500,58,APPL,1473412021.0
236,1579,59,APPL,1473412021.0
237,1579,59,APPL,1473412021.0
238,1579,59,APPL,1473412021.0
239,1579,59,APPL,1473412021.0
240,1549,60,APPL,1473412022.0
241,1549,60,APPL,1473412023.0
242,1549,60,APPL,1473412023.0
243,1549,60,APPL,1473412023.0
244,1612,61,APPL,1473412023.0
245,1612,61,APPL,1473412023.0
246,1612,61,APPL,1473412023.0
247,1612,61,APPL,1473412024.0
248,1516,62,APPL,1473412024.0
249,1516,62,APPL,1473412024.0
250,1516,62,APPL,1473412025.0
251,1516,62,APPL,1473412025.0
252,1553,63,APPL,1473412025.0
253,1553,63,APPL,1473412025.0
254,1553,63,APPL,1473412025.0
255,1553,63,APPL,1473412025.0
256,1684,64,APPL,1473412026.0
257,1684,64,APPL,1473412026.0
258,1684,64,APPL,1473412026.0
259,1684,64,APPL,1473412026.0
260,1586,65,APPL,1473412027.0
261,1586,65,APPL,1473412027.0
262,1586,65,APPL,1473412027.0
263,1586,65,APPL,1473412027.0
264,1577,66,APPL,1473412028.0
265,1577,66,APPL,1473412028.0
266,1577,66,APPL,1473412028.0
267,1577,66,APPL,1473412028.0
268,1651,67,APPL,1473412029.0
269,1651,67,APPL,1473412029.0
270,1651,67,APPL,1473412029.0
271,1651,67,APPL,1473412030.0
272,1510,68,APPL,1473412030.0
273,1510,68,APPL,1473412030.0
274,1510,68,APPL,1473412030.0
275,1510,68,APPL,1473412030.0
276,1506,69,APPL,1473412031.0
277,1506,69,APPL,1473412031.0
278,1506,69,APPL,1473412032.0
279,1506,69,APPL,1473412032.0
280,1672,70,APPL,1473412032.0
281,1672,70,APPL,1473412032.0
282,1672,70,APPL,1473412033.0
283,1672,70,APPL,1473412033.0
284,1658,71,APPL,1473412033.0
285,1658,71,APPL,1473412033.0
286,1658,71,APPL,1473412033.0
287,1658,71,APPL,1473412033.0
288,1682,72,APPL,1473412034.0
289,1682,72,APPL,1473412034.0
290,1682,72,APPL,1473412034.0
291,1682,72,APPL,1473412035.0
292,1665,73,APPL,1473412035.0
293,1665,73,APPL,1473412035.0
294,1665,73,APPL,1473412035.0
295,1665,73,APPL,1473412036.0
296,1560,74,APPL,1473412036.0
297,1560,74,APPL,1473412036.0
298,1560,74,APPL,1473412036.0
299,1560,74,APPL,1473412037.0
300,1657,75,APPL,1473412037.0
301,1657,75,APPL,1473412037.0
302,1657,75,APPL,1473412037.0
303,1657,75,APPL,1473412038.0
304,1595,76,APPL,1473412038.0
305,1595,76,APPL,1473412038.0
306,1595,76,APPL,1473412039.0
307,1595,76,APPL,1473412039.0
308,1525,77,APPL,1473412039.0
309,1525,77,APPL,1473412039.0
310,1525,77,APPL,1473412039.0
311,1525,77,APPL,1473412040.0
312,1533,78,APPL,1473412040.0
313,1533,78,APPL,1473412040.0
314,1533,78,APPL,1473412040.0
315,1533,78,APPL,1473412040.0
316,1590,79,APPL,1473412041.0
317,1590,79,APPL,1473412042.0
318,1590,79,APPL,1473412042.0
319,1590,79,APPL,1473412042.0
320,1541,80,APPL,1473412042.0
321,1541,80,APPL,1473412042.0
322,1541,80,APPL,1473412043.0
323,1541,80,APPL,1473412043.0
324,1539,81,APPL,1473412043.0
325,1539,81,APPL,1473412043.0
326,1539,81,APPL,1473412043.0
327,1539,81,APPL,1473412043.0
328,1672,82,APPL,1473412044.0
329,1672,82,APPL,1473412044.0
330,1672,82,APPL,1473412044.0
331,1672,82,APPL,1473412045.0
332,1675,83,APPL,1473412045.0
333,1675,83,APPL,1473412045.0
334,1675,83,APPL,1473412046.0
335,1675,83,APPL,1473412046.0
336,1520,84,APPL,1473412046.0
337,1520,84,APPL,1473412046.0
338,1520,84,APPL,1473412046.0
339,1520,84,APPL,1473412046.0
340,1608,85,APPL,1473412047.0
341,1608,85,APPL,1473412047.0
342,1608,85,APPL,1473412047.0
343,1608,85,APPL,1473412048.0
344,1535,86,APPL,1473412048.0
345,1535,86,APPL,1473412048.0
346,1535,86,APPL,1473412048.0
347,1535,86,APPL,1473412049.0
348,1604,87,APPL,1473412049.0
349,1604,87,APPL,1473412049.0
350,1604,87,APPL,1473412050.0
351,1604,87,APPL,1473412050.0
352,1622,88,APPL,1473412050.0
353,1622,88,APPL,1473412050.0
354,1622,88,APPL,1473412051.0
355,1622,88,APPL,1473412051.0
356,1613,89,APPL,1473412051.0
357,1613,89,APPL,1473412051.0
358,1613,89,APPL,1473412052.0
359,1613,89,APPL,1473412052.0
360,1698,90,APPL,1473412052.0
361,1698,90,APPL,1473412052.0
362,1698,90,APPL,1473412052.0
363,1698,90,APPL,1473412053.0
364,1665,91,APPL,1473412053.0
365,1665,91,APPL,1473412053.0
366,1665,91,APPL,1473412054.0
367,1665,91,APPL,1473412054.0
368,1537,92,APPL,1473412054.0
369,1537,92,APPL,1473412054.0
370,1537,92,APPL,1473412054.0
371,1537,92,APPL,1473412055.0
372,1647,93,APPL,1473412055.0
373,1647,93,APPL,1473412055.0
374,1647,93,APPL,1473412055.0
375,1647,93,APPL,1473412056.0
376,1566,94,APPL,1473412056.0
377,1566,94,APPL,1473412056.0
378,1566,94,APPL,1473412057.0
379,1566,94,APPL,1473412057.0
380,1571,95,APPL,1473412057.0
381,1571,95,APPL,1473412057.0
382,1571,95,APPL,1473412058.0
383,1513,96,APPL,1473412058.0
384,1513,96,APPL,1473412058.0
385,1513,96,APPL,1473412059.0
386,1513,96,APPL,1473412059.0
387,1508,97,APPL,1473412059.0
388,1508,97,APPL,1473412059.0
389,1508,97,APPL,1473412059.0
390,1508,97,APPL,1473412059.0
391,1627,98,APPL,1473412060.0
392,1627,98,APPL,1473412060.0
393,1627,98,APPL,1473412060.0
394,1627,98,APPL,1473412060.0
395,1673,99,APPL,1473412061.0
396,1673,99,APPL,1473412061.0
397,1673,99,APPL,1473412062.0
398,1673,99,APPL,1473412062.0
399,1662,100,APPL,1473412062.0
400,1662,100,APPL,1473412062.0
401,1662,100,APPL,1473412062.0
402,1662,100,APPL,1473412063.0
403,1571,101,APPL,1473412063.0
404,1571,101,APPL,1473412064.0
405,1571,101,APPL,1473412064.0
406,1571,101,APPL,1473412064.0
407,1605,102,APPL,1473412064.0
408,1605,102,APPL,1473412064.0
409,1605,102,APPL,1473412064.0
410,1605,102,APPL,1473412065.0
411,1548,103,APPL,1473412065.0
412,1548,103,APPL,1473412065.0
413,1548,103,APPL,1473412066.0
414,1548,103,APPL,1473412066.0
415,1541,104,APPL,1473412066.0
416,1541,104,APPL,1473412067.0
417,1541,104,APPL,1473412067.0
418,1541,104,APPL,1473412067.0
419,1591,105,APPL,1473412067.0
420,1591,105,APPL,1473412067.0
421,1591,105,APPL,1473412068.0
422,1591,105,APPL,1473412068.0
423,1689,106,APPL,1473412068.0
424,1689,106,APPL,1473412068.0
425,1689,106,APPL,1473412068.0
426,1689,106,APPL,1473412068.0
427,1559,107,APPL,1473412069.0
428,1559,107,APPL,1473412069.0
429,1559,107,APPL,1473412069.0
430,1559,107,APPL,1473412070.0
431,1562,108,APPL,1473412070.0
432,1562,108,APPL,1473412070.0
433,1562,108,APPL,1473412071.0
434,1562,108,APPL,1473412071.0
435,1547,109,APPL,1473412071.0
436,1547,109,APPL,1473412071.0
437,1547,109,APPL,1473412071.0
438,1547,109,APPL,1473412072.0
439,1533,110,APPL,1473412072.0
440,1533,110,APPL,1473412072.0
441,1533,110,APPL,1473412072.0
442,1533,110,APPL,1473412073.0
443,1575,111,APPL,1473412073.0
444,1575,111,APPL,1473412073.0
445,1575,111,APPL,1473412074.0
446,1575,111,APPL,1473412074.0
447,1602,112,APPL,1473412074.0
448,1602,112,APPL,1473412074.0
449,1602,112,APPL,1473412075.0
450,1602,112,APPL,1473412075.0
451,1578,113,APPL,1473412075.0
452,1578,113,APPL,1473412075.0
453,1578,113,APPL,1473412076.0
454,1578,113,APPL,1473412076.0
455,1545,114,APPL,1473412076.0
456,1545,114,APPL,1473412076.0
457,1545,114,APPL,1473412076.0
458,1545,114,APPL,1473412077.0
459,1584,115,APPL,1473412077.0
460,1584,115,APPL,1473412077.0
461,1584,115,APPL,1473412077.0
462,1584,115,APPL,1473412077.0
463,1687,116,APPL,1473412078.0
464,1687,116,APPL,1473412078.0
465,1687,116,APPL,1473412078.0
466,1687,116,APPL,1473412079.0
467,1560,117,APPL,1473412079.0
468,1560,117,APPL,1473412079.0
469,1560,117,APPL,1473412080.0
470,1560,117,APPL,1473412080.0
471,1578,118,APPL,1473412080.0
472,1578,118,APPL,1473412080.0
473,1578,118,APPL,1473412080.0
474,1578,118,APPL,1473412080.0
475,1529,119,APPL,1473412081.0
476,1529,119,APPL,1473412081.0
477,1529,119,APPL,1473412081.0
478,1529,119,APPL,1473412082.0
479,1574,120,APPL,1473412082.0
480,1574,120,APPL,1473412083.0
481,1574,120,APPL,1473412083.0
482,1574,120,APPL,1473412083.0
483,1527,121,APPL,1473412083.0
484,1527,121,APPL,1473412083.0
485,1527,121,APPL,1473412084.0
486,1527,121,APPL,1473412084.0
487,1543,122,APPL,1473412084.0
488,1543,122,APPL,1473412084.0
489,1543,122,APPL,1473412085.0
490,1543,122,APPL,1473412085.0
491,1670,123,APPL,1473412085.0
492,1670,123,APPL,1473412085.0
493,1670,123,APPL,1473412085.0
494,1670,123,APPL,1473412085.0
495,1672,124,APPL,1473412086.0
496,1672,124,APPL,1473412086.0
497,1672,124,APPL,1473412086.0
498,1672,124,APPL,1473412086.0
499,1652,125,APPL,1473412087.0
500,1652,125,APPL,1473412087.0
501,1652,125,APPL,1473412087.0
502,1652,125,APPL,1473412088.0
503,1502,126,APPL,1473412088.0
504,1502,126,APPL,1473412088.0
505,1502,126,APPL,1473412088.0
506,1502,126,APPL,1473412088.0
507,1602,127,APPL,1473412089.0
508,1602,127,APPL,1473412089.0
509,1602,127,APPL,1473412089.0
510,1602,127,APPL,1473412090.0
511,1690,128,APPL,1473412090.0
512,1690,128,APPL,1473412090.0
513,1690,128,APPL,1473412090.0
514,1690,128,APPL,1473412091.0
515,1601,129,APPL,1473412091.0
516,1601,129,APPL,1473412091.0
517,1601,129,APPL,1473412091.0
518,1601,129,APPL,1473412092.0
519,1516,130,APPL,1473412092.0
520,1516,130,APPL,1473412093.0
521,1516,130,APPL,1473412093.0
522,1516,130,APPL,1473412093.0
523,1614,131,APPL,1473412093.0
524,1614,131,APPL,1473412094.0
525,1614,131,APPL,1473412094.0
526,1641,132,APPL,1473412094.0
527,1641,132,APPL,1473412094.0
528,1641,132,APPL,1473412094.0
529,1641,132,APPL,1473412094.0
530,1618,133,APPL,1473412095.0
531,1618,133,APPL,1473412095.0
532,1618,133,APPL,1473412095.0
533,1618,133,APPL,1473412096.0
534,1530,134,APPL,1473412096.0
535,1530,134,APPL,1473412096.0
536,1530,134,APPL,1473412096.0
537,1530,134,APPL,1473412097.0
538,1690,135,APPL,1473412097.0
539,1690,135,APPL,1473412097.0
540,1690,135,APPL,1473412098.0
541,1690,135,APPL,1473412098.0
542,1619,136,APPL,1473412098.0
543,1619,136,APPL,1473412099.0
544,1619,136,APPL,1473412099.0
545,1657,137,APPL,1473412099.0
546,1657,137,APPL,1473412099.0
547,1657,137,APPL,1473412099.0
548,1657,137,APPL,1473412099.0
549,1680,138,APPL,1473412100.0
550,1680,138,APPL,1473412100.0
551,1680,138,APPL,1473412100.0
552,1680,138,APPL,1473412101.0
553,1637,139,APPL,1473412101.0
554,1637,139,APPL,1473412102.0
555,1637,139,APPL,1473412102.0
556,1637,139,APPL,1473412102.0
557,1510,140,APPL,1473412102.0
558,1510,140,APPL,1473412102.0
559,1510,140,APPL,1473412102.0
560,1510,140,APPL,1473412102.0
561,1650,141,APPL,1473412103.0
562,1650,141,APPL,1473412103.0
563,1650,141,APPL,1473412104.0
564,1650,141,APPL,1473412104.0
565,1592,142,APPL,1473412104.0
566,1592,142,APPL,1473412104.0
567,1592,142,APPL,1473412104.0
568,1592,142,APPL,1473412105.0
569,1543,143,APPL,1473412105.0
570,1543,143,APPL,1473412105.0
571,1543,143,APPL,1473412105.0
572,1543,143,APPL,1473412106.0
573,1662,144,APPL,1473412106.0
574,1662,144,APPL,1473412106.0
575,1662,144,APPL,1473412106.0
576,1662,144,APPL,1473412107.0
577,1571,145,APPL,1473412107.0
578,1571,145,APPL,1473412107.0
579,1571,145,APPL,1473412108.0
580,1571,145,APPL,1473412108.0
581,1625,146,APPL,1473412108.0
582,1625,146,APPL,1473412109.0
583,1625,146,APPL,1473412109.0
584,1625,146,APPL,1473412109.0
585,1544,147,APPL,1473412109.0
586,1544,147,APPL,1473412109.0
587,1544,147,APPL,1473412109.0
588,1544,147,APPL,1473412109.0
589,1612,148,APPL,1473412110.0
590,1612,148,APPL,1473412110.0
591,1612,148,APPL,1473412110.0
592,1612,148,APPL,1473412111.0
593,1602,149,APPL,1473412111.0
594,1602,149,APPL,1473412111.0
595,1602,149,APPL,1473412111.0
596,1602,149,APPL,1473412111.0
597,1588,150,APPL,1473412112.0
598,1588,150,APPL,1473412112.0
599,1588,150,APPL,1473412112.0
600,1588,150,APPL,1473412113.0
601,1593,151,APPL,1473412113.0
602,1593,151,APPL,1473412114.0
603,1593,151,APPL,1473412114.0
604,1593,151,APPL,1473412114.0
605,1606,152,APPL,1473412114.0
606,1606,152,APPL,1473412114.0
607,1606,152,APPL,1473412114.0
608,1606,152,APPL,1473412115.0
609,1677,153,APPL,1473412115.0
610,1677,153,APPL,1473412115.0
611,1677,153,APPL,1473412115.0
612,1677,153,APPL,1473412116.0
613,1526,154,APPL,1473412116.0
614,1526,154,APPL,1473412116.0
615,1526,154,APPL,1473412117.0
616,1526,154,APPL,1473412117.0
617,1669,155,APPL,1473412117.0
618,1669,155,APPL,1473412117.0
619,1669,155,APPL,1473412117.0
620,1669,155,APPL,1473412117.0
621,1590,156,APPL,1473412118.0
622,1590,156,APPL,1473412118.0
623,1590,156,APPL,1473412119.0
624,1590,156,APPL,1473412119.0
625,1667,157,APPL,1473412119.0
626,1667,157,APPL,1473412119.0
627,1667,157,APPL,1473412119.0
628,1667,157,APPL,1473412120.0
629,1648,158,APPL,1473412120.0
630,1648,158,APPL,1473412120.0
631,1648,158,APPL,1473412120.0
632,1648,158,APPL,1473412120.0
633,1577,159,APPL,1473412121.0
634,1577,159,APPL,1473412121.0
635,1577,159,APPL,1473412122.0
636,1577,159,APPL,1473412122.0
637,1568,160,APPL,1473412122.0
638,1568,160,APPL,1473412122.0
639,1568,160,APPL,1473412122.0
640,1568,160,APPL,1473412123.0
641,1504,161,APPL,1473412123.0
642,1504,161,APPL,1473412123.0
643,1504,161,APPL,1473412123.0
644,1504,161,APPL,1473412124.0
645,1518,162,APPL,1473412124.0
646,1518,162,APPL,1473412124.0
647,1518,162,APPL,1473412124.0
648,1518,162,APPL,1473412125.0
649,1520,163,APPL,1473412125.0
650,1520,163,APPL,1473412125.0
651,1520,163,APPL,1473412125.0
652,1520,163,APPL,1473412125.0
653,1594,164,APPL,1473412126.0
654,1594,164,APPL,1473412126.0
655,1594,164,APPL,1473412127.0
656,1594,164,APPL,1473412127.0
657,1515,165,APPL,1473412127.0
658,1515,165,APPL,1473412127.0
659,1515,165,APPL,1473412127.0
660,1515,165,APPL,1473412128.0
661,1560,166,APPL,1473412128.0
662,1560,166,APPL,1473412128.0
663,1560,166,APPL,1473412128.0
664,1560,166,APPL,1473412129.0
665,1654,167,APPL,1473412129.0
666,1654,167,APPL,1473412129.0
667,1654,167,APPL,1473412129.0
668,1654,167,APPL,1473412129.0
669,1554,168,APPL,1473412130.0
670,1554,168,APPL,1473412130.0
671,1554,168,APPL,1473412130.0
672,1554,168,APPL,1473412130.0
673,1588,169,APPL,1473412131.0
674,1588,169,APPL,1473412131.0
675,1588,169,APPL,1473412131.0
676,1588,169,APPL,1473412132.0
677,1621,170,APPL,1473412132.0
678,1621,170,APPL,1473412132.0
679,1621,170,APPL,1473412132.0
680,1621,170,APPL,1473412133.0
681,1664,171,APPL,1473412133.0
682,1664,171,APPL,1473412133.0
683,1664,171,APPL,1473412133.0
684,1664,171,APPL,1473412133.0
685,1690,172,APPL,1473412134.0
686,1690,172,APPL,1473412134.0
687,1690,172,APPL,1473412134.0
688,1690,172,APPL,1473412135.0
689,1593,173,APPL,1473412135.0
690,1593,173,APPL,1473412135.0
691,1593,173,APPL,1473412135.0
692,1593,173,APPL,1473412135.0
693,1576,174,APPL,1473412136.0
694,1576,174,APPL,1473412136.0
695,1576,174,APPL,1473412137.0
696,1576,174,APPL,1473412137.0
697,1692,175,APPL,1473412137.0
698,1692,175,APPL,1473412137.0
699,1692,175,APPL,1473412137.0
700,1692,175,APPL,1473412138.0
701,1655,176,APPL,1473412138.0
702,1655,176,APPL,1473412138.0
703,1655,176,APPL,1473412139.0
704,1655,176,APPL,1473412139.0
705,1620,177,APPL,1473412139.0
706,1620,177,APPL,1473412139.0
707,1620,177,APPL,1473412140.0
708,1620,177,APPL,1473412140.0
709,1512,178,APPL,1473412140.0
710,1512,178,APPL,1473412140.0
711,1512,178,APPL,1473412140.0
712,1512,178,APPL,1473412140.0
713,1620,179,APPL,1473412141.0
714,1620,179,APPL,1473412141.0
715,1620,179,APPL,1473412141.0
716,1620,179,APPL,1473412141.0
717,1697,180,APPL,1473412142.0
718,1697,180,APPL,1473412142.0
719,1697,180,APPL,1473412142.0
720,1697,180,APPL,1473412142.0
721,1594,181,APPL,1473412143.0
722,1594,181,APPL,1473412143.0
723,1594,181,APPL,1473412143.0
724,1594,181,APPL,1473412144.0
725,1646,182,APPL,1473412144.0
726,1646,182,APPL,1473412144.0
727,1646,182,APPL,1473412144.0
728,1646,182,APPL,1473412144.0
729,1574,183,APPL,1473412145.0
730,1574,183,APPL,1473412145.0
731,1574,183,APPL,1473412145.0
732,1574,183,APPL,1473412145.0
733,1506,184,APPL,1473412146.0
734,1506,184,APPL,1473412146.0
735,1506,184,APPL,1473412146.0
736,1506,184,APPL,1473412146.0
737,1518,185,APPL,1473412147.0
738,1518,185,APPL,1473412147.0
739,1518,185,APPL,1473412147.0
740,1518,185,APPL,1473412147.0
741,1640,186,APPL,1473412148.0
742,1640,186,APPL,1473412148.0
743,1640,186,APPL,1473412149.0
744,1640,186,APPL,1473412149.0
745,1688,187,APPL,1473412149.0
746,1688,187,APPL,1473412149.0
747,1688,187,APPL,1473412149.0
748,1688,187,APPL,1473412150.0
749,1569,188,APPL,1473412150.0
750,1569,188,APPL,1473412150.0
751,1569,188,APPL,1473412150.0
752,1569,188,APPL,1473412151.0
753,1518,189,APPL,1473412151.0
754,1518,189,APPL,1473412151.0
755,1518,189,APPL,1473412151.0
756,1518,189,APPL,1473412152.0
757,1674,190,APPL,1473412152.0
758,1674,190,APPL,1473412152.0
759,1674,190,APPL,1473412152.0
760,1674,190,APPL,1473412153.0
761,1579,191,APPL,1473412153.0
762,1579,191,APPL,1473412154.0
763,1579,191,APPL,1473412154.0
764,1579,191,APPL,1473412154.0
765,1568,192,APPL,1473412154.0
766,1568,192,APPL,1473412154.0
767,1568,192,APPL,1473412154.0
768,1568,192,APPL,1473412155.0
769,1644,193,APPL,1473412155.0
770,1644,193,APPL,1473412155.0
771,1644,193,APPL,1473412156.0
772,1644,193,APPL,1473412156.0
773,1564,194,APPL,1473412156.0
774,1564,194,APPL,1473412156.0
775,1564,194,APPL,1473412157.0
